name,diet,period,start_mya,extinction_mya,lived_in,ISO3,type,length_m,taxonomy,named_by,species,link
lufengosaurus,herbivorous,Early Jurassic,200,195,China,CHN,sauropod,6.0,Dinosauria Saurischia Sauropodomorpha Prosauropoda Plateosauria Plateosauridae,Young (1941),huenei,https://www.nhm.ac.uk/discover/dino-directory/lufengosaurus.html
sinocalliopteryx,carnivorous,Early Cretaceous,125,,China,CHN,small theropod,2.4,Dinosauria Saurischia,Ji Ji Lü and Yuan (2007),gigas,https://www.nhm.ac.uk/discover/dino-directory/sinocalliopteryx.html
datousaurus,herbivorous,Mid Jurassic,170,,China,CHN,sauropod,15.0,Dinosauria Saurischia Sauropodomorpha Sauropoda,Dong and Tang (1984),bashanensis,https://www.nhm.ac.uk/discover/dino-directory/datousaurus.html
aegyptosaurus,herbivorous,Late Cretaceous,98,93,Egypt,EGY,sauropod,15.0,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria,Stromer (1932),baharijensis,https://www.nhm.ac.uk/discover/dino-directory/aegyptosaurus.html
paralititan,herbivorous,Late Cretaceous,99,94,Egypt,EGY,sauropod,28.0,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria Lithostrotia,Smith Lamanna Lacovara Dodson Smith Poole Giegengack and Attia (2001),stromeri,https://www.nhm.ac.uk/discover/dino-directory/paralititan.html
ampelosaurus,herbivorous,Late Cretaceous,71,65,France,FRA,sauropod,15.0,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria Lithostrotia,Le Loeuff (1995),atacis,https://www.nhm.ac.uk/discover/dino-directory/ampelosaurus.html
poekilopleuron,carnivorous,Mid Jurassic,169,164,France,FRA,large theropod,9.0,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Spinosauroidea Megalosauridae Megalosaurinae,Eudes-Deslongchamps (1838),bucklandii,https://www.nhm.ac.uk/discover/dino-directory/poekilopleuron.html
lophostropheus,carnivorous,Early Jurassic,203,196,France,FRA,large theropod,6.2,Dinosauria Saurischia,Ezcurra and Cuny 2007 (1993),airelensis,https://www.nhm.ac.uk/discover/dino-directory/lophostropheus.html
stenopelix,herbivorous,Early Cretaceous,127,121,Germany,DEU,ceratopsian,1.5,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Pachycephalosauria,Meyer (1857),valdensis,https://www.nhm.ac.uk/discover/dino-directory/stenopelix.html
compsognathus,carnivorous,Late Jurassic,145,140,Germany,DEU,small theropod,0.7,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Compsognathidae,Wagner (1859),longipes,https://www.nhm.ac.uk/discover/dino-directory/compsognathus.html
juravenator,carnivorous,Late Jurassic,154,151,Germany,DEU,small theropod,0.8,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Compsognathidae,Göhlich &amp; Chiappe (2006),starki,https://www.nhm.ac.uk/discover/dino-directory/juravenator.html
europasaurus,herbivorous,Late Jurassic,154,151,Germany,DEU,sauropod,6.2,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria,Sander Mateus Laven and Knötschke (2006),holgeri,https://www.nhm.ac.uk/discover/dino-directory/europasaurus.html
emausaurus,herbivorous,Mid Jurassic,190,180,Germany,DEU,armoured dinosaur,2.0,Dinosauria Ornithischia Genasauria Thyreophora,Haubold (1991),ernsti,https://www.nhm.ac.uk/discover/dino-directory/emausaurus.html
liliensternus,carnivorous,Late Triassic,205,202,Germany,DEU,small theropod,5.0,Dinosauria Saurischia Theropoda Neotheropoda,Huene (1934),liliensterni,https://www.nhm.ac.uk/discover/dino-directory/liliensternus.html
procompsognathus,carnivorous,Late Triassic,221,210,Germany,DEU,small theropod,1.0,Dinosauria Saurischia Theropoda Neotheropoda Coelophysoidea,Fraas (1913),triassicus,https://www.nhm.ac.uk/discover/dino-directory/procompsognathus.html
archaeopteryx,carnivorous,Late Jurassic,147,,Germany,DEU,small theropod,0.5,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptoria Avialae Archaeopterygidae,Mayer (1861),lithographica,https://www.nhm.ac.uk/discover/dino-directory/archaeopteryx.html
indosuchus,carnivorous,Late Cretaceous,71,65,India,IND,large theropod,7.0,Dinosauria Saurischia Theropoda Neotheropoda Ceratosauria Neoceratosauria,Huene and Matley (1933),raptorius,https://www.nhm.ac.uk/discover/dino-directory/indosuchus.html
barapasaurus,herbivorous,Early Jurassic,185,170,India,IND,sauropod,14.0,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Cetiosauridae,Jain Kutty Roy-Chowdhury and Chatterjee (1975),tagorei,https://www.nhm.ac.uk/discover/dino-directory/barapasaurus.html
kotasaurus,herbivorous,Early Jurassic,205,180,India,IND,sauropod,9.0,Dinosauria Saurischia Sauropodomorpha Sauropoda,Yadagiri (1988),yamanpalliensis,https://www.nhm.ac.uk/discover/dino-directory/kotasaurus.html
fukuiraptor,carnivorous,Early Cretaceous,121,99,Japan,JPN,large theropod,4.2,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Carnosauria,Azuma and Currie (2000),kitadaniensis,https://www.nhm.ac.uk/discover/dino-directory/fukuiraptor.html
fukuisaurus,herbivorous,Early Cretaceous,121,99,Japan,JPN,euornithopod,4.7,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea,Kobayashi and Azuma (2003),tetoriensius,https://www.nhm.ac.uk/discover/dino-directory/fukuisaurus.html
aralosaurus,herbivorous,Late Cretaceous,94,84,Kazakhstan,KAZ,euornithopod,8.0,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae Euhadrosauria Hadrosaurinae,Rozhdestvensky (1968),tuberiferus,https://www.nhm.ac.uk/discover/dino-directory/aralosaurus.html
jaxartosaurus,herbivorous,Late Cretaceous,94,84,Kazakhstan,KAZ,euornithopod,9.0,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae Euhadrosauria Lambeosaurinae,Riabinin (1939),aralensis,https://www.nhm.ac.uk/discover/dino-directory/jaxartosaurus.html
masiakasaurus,carnivorous,Late Cretaceous,84,71,Madagascar,MDG,small theropod,2.0,Dinosauria Saurischia Theropoda Neotheropoda Ceratosauria Neoceratosauria Abelisauroidea Abelisauria,Sampson Carrano &amp; Forster (2001),knopfleri,https://www.nhm.ac.uk/discover/dino-directory/masiakasaurus.html
majungasaurus,carnivorous,Late Cretaceous,84,71,Madagascar,MDG,large theropod,6.0,Dinosauria Saurischia Theropoda Neotheropoda Ceratosauria Neoceratosauria Abelisauridae,Sues &amp; Taquet (1979),atopus,https://www.nhm.ac.uk/discover/dino-directory/majungasaurus.html
malawisaurus,herbivorous,Early Cretaceous,121,112,Malawi,MWI,sauropod,9.0,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria Lithostrotia,Haughton (1928),dixeyi,https://www.nhm.ac.uk/discover/dino-directory/malawisaurus.html
borogovia,carnivorous,Late Cretaceous,84,65,Mongolia,MNG,small theropod,1.5,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptoria Troodontidae,Osmólska (1987),gracilicrus,https://www.nhm.ac.uk/discover/dino-directory/borogovia.html
prenocephale,herbivorous,Late Cretaceous,80,65,Mongolia,MNG,euornithopod,2.4,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Pachycephalosauria Goyocephala Homalocephaloidea Pachycephalosauridae,Maryańska and Osmólska (1974),prenes,https://www.nhm.ac.uk/discover/dino-directory/prenocephale.html
anserimimus,carnivorous,Late Cretaceous,84,65,Mongolia,MNG,large theropod,3.5,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Ornithomimosauria Ornithomimidae,Barsbold (1988),planinychus,https://www.nhm.ac.uk/discover/dino-directory/anserimimus.html
alioramus,carnivorous,Late Cretaceous,71,65,Mongolia,MNG,large theropod,6.0,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Tyrannosauroidea,Kurzanov (1976),remotus,https://www.nhm.ac.uk/discover/dino-directory/alioramus.html
microceratus,herbivorous,Late Cretaceous,86,66,Mongolia,MNG,ceratopsian,0.5,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria,Bohlin (1953),gobiensis,https://www.nhm.ac.uk/discover/dino-directory/microceratus.html
deinocheirus,omnivorous,Late Cretaceous,70,66,Mongolia,MNG,large theropod,10.0,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Ornithomimosauria,Osmólska and Roniewicz (1970),mirificus,https://www.nhm.ac.uk/discover/dino-directory/deinocheirus.html
